Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities,share
2000:Q2,age55to69,34.2,31.9,26.1,25.6,36.5,35.9,29.8,35.9,32.4,17.6,16.9,14.6,36.1,29.839653509391916
2000:Q2,age40to54,36.6,37.8,38.5,38.6,33,42.8,53.1,38.4,30.1,45.3,48.1,39.9,35.7,53.11361869402892
2000:Q2,ageunder40,9.3,12.5,17.2,23.6,7.8,8.4,14.3,10.4,11.1,32.5,31.5,42.7,6.3,14.298506190598935
2000:Q3,age70plus,19.7,17.6,17.8,12.2,22.8,12.6,2.8,15.5,26.5,4.7,3.6,3,22.3,2.805248692232621
2000:Q3,age55to69,34.1,31.9,26.2,25.7,36.4,35.7,30,36,32.2,17.6,16.8,14.5,36.7,30.012641601478457
2000:Q3,age40to54,36.9,38.1,38.8,38.9,33,43.4,53.3,38.5,30.3,45.3,48.2,40,35.1,53.266252267383365
2000:Q3,ageunder40,9.2,12.4,17.2,23.2,7.9,8.3,13.9,9.9,11,32.3,31.3,42.5,5.8,13.915857438905563
2000:Q4,age70plus,19.9,17.7,18.1,12.3,22.8,12.3,2.7,15.7,26.6,4.5,3.6,3.2,20.2,2.6857387214942694
2000:Q4,age55to69,34,31.7,26,25.5,36.3,35.6,30.2,36.3,32.3,17.4,16.8,14.4,36.6,30.177518439368185
2000:Q4,age40to54,37,38.2,38.9,38.9,32.9,44.1,53.5,38.5,30.4,45.5,48.3,40.1,36.8,53.49174435029762
2000:Q4,ageunder40,9.1,12.4,17,23.3,8.1,8.1,13.6,9.5,10.7,32.6,31.3,42.3,6.4,13.64499848883992
2001:Q1,age70plus,19.9,17.7,18.2,12.4,22.8,12,2.4,16,26.6,4.3,3.5,3.2,18.7,2.4170949368477084
2001:Q1,age55to69,33.8,31.5,25.9,25.4,36.3,35.4,30.3,36.6,32.1,17.3,16.8,14.2,37.2,30.341763645663626
2001:Q1,age40to54,37.1,38.4,38.9,39,32.7,44.6,53.8,38.4,30.6,45.8,48.3,40.5,37.8,53.800019859574334
2001:Q1,ageunder40,9.1,12.5,17,23.2,8.2,7.9,13.4,9,10.7,32.7,31.3,42.1,6.3,13.441121557914329
